time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(39, 11)",7,23
1,D2,"(54, 31)",1,14
2,D3,"(19, 7)",0,28
4,D4,"(61, 52)",8,17
7,D5,"(63, 94)",8,24
8,D6,"(15, 39)",2,27
9,D7,"(54, 74)",7,23
11,D8,"(62, 60)",8,29
14,D9,"(44, 22)",5,14
16,D10,"(7, 6)",0,22
18,D11,"(65, 2)",8,13
20,D12,"(66, 38)",9,16
21,D13,"(7, 12)",1,13
26,D14,"(69, 61)",6,10
27,D15,"(69, 55)",3,22
30,D16,"(80, 0)",3,14
32,D17,"(78, 26)",6,25
34,D18,"(64, 89)",2,25
35,D19,"(74, 31)",7,23
36,D20,"(28, 57)",4,19
37,D21,"(12, 39)",0,17
39,D22,"(4, 49)",0,27
41,D23,"(75, 75)",6,16
42,D24,"(15, 95)",4,17
43,D25,"(79, 92)",3,29
47,D26,"(27, 50)",0,24
49,D27,"(59, 30)",6,27
51,D28,"(40, 74)",8,17
53,D29,"(34, 63)",1,24
54,D30,"(39, 80)",1,19
56,D31,"(74, 49)",5,13
62,D32,"(30, 65)",6,26
64,D33,"(99, 90)",2,30
65,D34,"(0, 95)",5,17
66,D35,"(70, 19)",8,21
70,D36,"(74, 21)",6,20
73,D37,"(52, 93)",7,25
77,D38,"(98, 7)",8,14
80,D39,"(93, 6)",7,11
81,D40,"(9, 13)",8,22
83,D41,"(40, 7)",7,22
85,D42,"(95, 25)",2,18
87,D43,"(86, 73)",5,19
89,D44,"(52, 28)",0,19
91,D45,"(67, 25)",4,30
92,D46,"(24, 8)",0,19
93,D47,"(43, 82)",8,30
95,D48,"(47, 41)",4,12
97,D49,"(46, 95)",1,26
98,D50,"(32, 97)",8,12
99,D51,"(31, 14)",3,22
