time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(77, 40)",6,21
1,D2,"(21, 2)",8,14
4,D3,"(64, 52)",3,22
5,D4,"(5, 91)",7,25
7,D5,"(4, 39)",5,27
9,D6,"(49, 87)",3,24
10,D7,"(7, 35)",4,11
11,D8,"(90, 61)",1,13
13,D9,"(86, 7)",4,22
14,D10,"(71, 19)",1,19
15,D11,"(84, 19)",0,26
17,D12,"(68, 47)",7,10
18,D13,"(47, 53)",4,28
19,D14,"(22, 47)",1,26
20,D15,"(76, 3)",6,21
21,D16,"(41, 85)",7,18
24,D17,"(88, 97)",7,25
26,D18,"(1, 85)",9,26
28,D19,"(78, 4)",0,11
29,D20,"(95, 94)",5,22
30,D21,"(99, 22)",7,30
33,D22,"(25, 71)",3,30
34,D23,"(74, 93)",0,25
35,D24,"(23, 85)",4,28
36,D25,"(84, 99)",1,13
38,D26,"(29, 26)",8,10
43,D27,"(97, 72)",1,17
44,D28,"(76, 78)",8,14
46,D29,"(96, 25)",0,25
49,D30,"(68, 66)",2,27
50,D31,"(56, 15)",1,12
51,D32,"(36, 7)",0,29
55,D33,"(80, 5)",9,18
57,D34,"(26, 85)",7,17
58,D35,"(90, 75)",3,28
59,D36,"(89, 10)",7,24
61,D37,"(93, 82)",7,12
64,D38,"(40, 22)",7,18
66,D39,"(94, 69)",9,29
68,D40,"(64, 60)",2,13
70,D41,"(83, 88)",0,22
71,D42,"(94, 95)",3,10
72,D43,"(24, 7)",5,22
76,D44,"(81, 74)",9,15
78,D45,"(68, 28)",4,13
79,D46,"(75, 60)",9,18
80,D47,"(75, 25)",9,30
83,D48,"(4, 64)",1,26
87,D49,"(85, 78)",9,12
89,D50,"(19, 24)",7,25
91,D51,"(47, 30)",9,20
92,D52,"(27, 51)",8,14
93,D53,"(75, 52)",0,19
94,D54,"(98, 52)",7,30
