time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(73, 1)",6,20
2,D2,"(52, 87)",6,29
3,D3,"(24, 9)",5,29
4,D4,"(65, 68)",9,29
5,D5,"(54, 84)",0,26
6,D6,"(28, 54)",0,15
10,D7,"(38, 0)",8,17
12,D8,"(29, 65)",6,20
13,D9,"(90, 42)",2,21
17,D10,"(50, 72)",3,11
18,D11,"(24, 4)",3,14
19,D12,"(28, 72)",2,21
27,D13,"(7, 6)",4,10
28,D14,"(22, 6)",4,28
29,D15,"(97, 88)",8,12
30,D16,"(41, 4)",8,11
33,D17,"(15, 29)",2,22
36,D18,"(49, 53)",3,17
38,D19,"(12, 68)",5,21
39,D20,"(75, 99)",0,19
40,D21,"(39, 80)",6,18
41,D22,"(64, 0)",7,23
42,D23,"(33, 75)",3,27
43,D24,"(78, 36)",7,10
44,D25,"(91, 44)",3,12
46,D26,"(40, 50)",3,21
49,D27,"(58, 100)",9,30
50,D28,"(4, 86)",2,26
51,D29,"(47, 67)",2,26
52,D30,"(58, 86)",4,15
57,D31,"(13, 47)",0,20
58,D32,"(13, 11)",4,18
59,D33,"(54, 98)",3,29
60,D34,"(63, 18)",6,10
62,D35,"(49, 85)",0,17
63,D36,"(32, 100)",7,27
65,D37,"(9, 62)",2,17
67,D38,"(97, 78)",9,18
69,D39,"(34, 38)",0,21
71,D40,"(88, 58)",7,13
73,D41,"(71, 74)",3,25
74,D42,"(41, 87)",8,28
76,D43,"(86, 29)",5,26
77,D44,"(40, 24)",1,13
79,D45,"(99, 60)",8,18
80,D46,"(7, 3)",0,25
83,D47,"(10, 76)",0,29
84,D48,"(21, 41)",4,11
86,D49,"(19, 7)",1,26
89,D50,"(62, 13)",6,18
91,D51,"(84, 61)",1,12
93,D52,"(63, 75)",4,17
95,D53,"(76, 71)",8,30
99,D54,"(18, 21)",8,19
