time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
5,D1,"(63, 40)",2,20
6,D2,"(37, 42)",2,22
7,D3,"(66, 17)",5,26
10,D4,"(31, 86)",4,23
11,D5,"(61, 48)",3,10
13,D6,"(61, 35)",3,18
15,D7,"(65, 68)",4,12
17,D8,"(37, 84)",6,28
18,D9,"(99, 42)",8,13
20,D10,"(90, 61)",0,12
21,D11,"(84, 51)",5,12
25,D12,"(76, 100)",9,18
28,D13,"(62, 49)",3,30
29,D14,"(3, 18)",0,26
31,D15,"(51, 71)",6,26
32,D16,"(42, 24)",4,20
39,D17,"(93, 28)",5,24
41,D18,"(94, 87)",2,20
45,D19,"(6, 36)",3,27
47,D20,"(88, 32)",3,27
48,D21,"(47, 33)",0,25
56,D22,"(18, 74)",8,23
57,D23,"(83, 32)",2,12
60,D24,"(64, 69)",6,30
61,D25,"(82, 59)",0,28
64,D26,"(32, 3)",7,13
69,D27,"(21, 94)",6,14
70,D28,"(45, 68)",0,30
74,D29,"(11, 13)",5,13
75,D30,"(85, 86)",7,16
76,D31,"(50, 24)",6,20
79,D32,"(81, 66)",9,24
80,D33,"(87, 43)",2,12
82,D34,"(95, 66)",4,18
83,D35,"(44, 64)",6,21
84,D36,"(8, 99)",3,25
89,D37,"(44, 73)",5,16
90,D38,"(0, 74)",9,21
91,D39,"(83, 53)",2,30
92,D40,"(41, 18)",8,15
93,D41,"(92, 8)",2,24
94,D42,"(30, 68)",6,28
95,D43,"(99, 0)",3,21
97,D44,"(37, 33)",3,28
