time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(58, 22)",2,13
2,D2,"(93, 98)",7,19
4,D3,"(83, 83)",2,14
5,D4,"(58, 61)",5,18
6,D5,"(90, 28)",2,25
8,D6,"(60, 77)",4,10
9,D7,"(78, 85)",0,25
10,D8,"(14, 34)",7,17
16,D9,"(6, 22)",4,13
19,D10,"(27, 37)",9,18
20,D11,"(8, 10)",3,25
21,D12,"(24, 92)",5,29
23,D13,"(65, 16)",7,11
24,D14,"(7, 87)",5,24
28,D15,"(65, 30)",2,29
30,D16,"(63, 39)",0,18
31,D17,"(39, 9)",0,22
32,D18,"(95, 88)",0,30
34,D19,"(73, 0)",8,12
35,D20,"(30, 13)",3,22
36,D21,"(72, 31)",0,16
37,D22,"(1, 55)",3,19
41,D23,"(36, 44)",9,26
42,D24,"(49, 45)",0,14
43,D25,"(0, 40)",7,12
44,D26,"(19, 30)",8,30
45,D27,"(67, 32)",6,10
46,D28,"(57, 8)",4,10
47,D29,"(26, 12)",6,12
48,D30,"(16, 1)",0,15
49,D31,"(91, 50)",2,28
51,D32,"(18, 53)",1,15
54,D33,"(20, 35)",4,16
56,D34,"(25, 52)",2,22
58,D35,"(78, 19)",7,24
59,D36,"(6, 36)",1,21
60,D37,"(60, 35)",0,16
61,D38,"(50, 73)",0,21
64,D39,"(9, 94)",2,24
66,D40,"(52, 1)",5,18
67,D41,"(36, 60)",4,20
68,D42,"(0, 53)",7,28
73,D43,"(80, 52)",1,13
74,D44,"(89, 45)",7,13
76,D45,"(92, 58)",0,11
79,D46,"(81, 96)",9,28
81,D47,"(72, 35)",5,15
82,D48,"(25, 74)",9,19
86,D49,"(23, 98)",9,29
89,D50,"(5, 75)",7,27
90,D51,"(3, 13)",2,20
91,D52,"(1, 48)",5,23
92,D53,"(62, 40)",6,17
93,D54,"(86, 99)",7,13
94,D55,"(83, 79)",3,29
96,D56,"(46, 2)",0,11
