time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(94, 12)",3,15
2,D2,"(93, 26)",5,29
3,D3,"(50, 43)",5,23
4,D4,"(27, 100)",6,13
6,D5,"(22, 11)",6,16
10,D6,"(84, 91)",4,12
12,D7,"(16, 64)",2,11
13,D8,"(15, 92)",6,13
15,D9,"(63, 37)",1,25
17,D10,"(28, 12)",1,25
20,D11,"(55, 67)",2,27
21,D12,"(81, 85)",4,29
22,D13,"(92, 79)",1,18
25,D14,"(8, 81)",4,16
28,D15,"(59, 82)",0,27
30,D16,"(100, 97)",6,25
31,D17,"(70, 93)",5,24
32,D18,"(51, 25)",3,23
34,D19,"(57, 21)",3,15
38,D20,"(29, 20)",6,21
39,D21,"(95, 67)",2,12
41,D22,"(74, 75)",5,20
47,D23,"(9, 37)",2,15
49,D24,"(81, 43)",6,13
52,D25,"(66, 96)",8,10
55,D26,"(98, 90)",3,29
56,D27,"(80, 55)",0,22
57,D28,"(77, 82)",3,30
58,D29,"(25, 0)",8,29
60,D30,"(4, 61)",8,11
61,D31,"(75, 60)",7,10
65,D32,"(5, 23)",1,22
69,D33,"(93, 29)",8,19
72,D34,"(71, 24)",5,21
73,D35,"(97, 46)",6,25
74,D36,"(72, 37)",4,25
76,D37,"(77, 3)",0,17
77,D38,"(1, 44)",1,27
78,D39,"(82, 91)",5,21
79,D40,"(83, 54)",9,10
80,D41,"(100, 65)",9,23
83,D42,"(21, 46)",2,14
85,D43,"(50, 20)",3,23
86,D44,"(37, 13)",0,19
88,D45,"(21, 45)",2,28
89,D46,"(1, 24)",6,13
90,D47,"(92, 35)",3,27
91,D48,"(5, 55)",4,29
94,D49,"(6, 72)",2,11
98,D50,"(77, 7)",8,11
