time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(8, 44)",5,29
1,E2,"(76, 49)",9,14
2,E3,"(13, 5)",1,10
4,E4,"(12, 60)",2,15
6,E5,"(22, 24)",2,27
9,E6,"(100, 58)",4,16
10,E7,"(61, 66)",5,21
12,E8,"(4, 32)",6,18
18,E9,"(17, 10)",7,29
21,E10,"(10, 81)",9,22
24,E11,"(28, 72)",6,11
26,E12,"(48, 44)",1,30
27,E13,"(30, 85)",2,30
28,E14,"(9, 96)",4,18
31,E15,"(17, 48)",9,22
33,E16,"(71, 31)",6,19
34,E17,"(6, 47)",1,20
35,E18,"(11, 88)",9,26
36,E19,"(29, 78)",5,13
37,E20,"(46, 26)",2,27
38,E21,"(50, 70)",5,15
39,E22,"(21, 67)",5,28
40,E23,"(55, 91)",2,22
45,E24,"(26, 0)",2,13
46,E25,"(54, 71)",1,17
47,E26,"(80, 43)",1,21
48,E27,"(56, 40)",4,14
49,E28,"(53, 23)",5,11
50,E29,"(82, 54)",7,17
51,E30,"(49, 40)",1,12
52,E31,"(10, 36)",8,28
55,E32,"(11, 71)",8,28
58,E33,"(91, 8)",3,27
60,E34,"(33, 94)",5,28
64,E35,"(21, 66)",8,17
66,E36,"(69, 88)",2,23
67,E37,"(89, 13)",2,27
68,E38,"(33, 91)",0,27
69,E39,"(61, 22)",7,10
71,E40,"(71, 67)",9,29
73,E41,"(81, 74)",1,12
76,E42,"(93, 3)",5,27
77,E43,"(47, 21)",5,10
78,E44,"(10, 31)",1,25
80,E45,"(52, 66)",0,30
81,E46,"(19, 54)",8,22
83,E47,"(53, 76)",5,14
84,E48,"(39, 59)",5,28
85,E49,"(91, 45)",9,11
86,E50,"(12, 85)",7,28
87,E51,"(19, 49)",5,13
89,E52,"(55, 32)",4,18
90,E53,"(39, 40)",5,20
91,E54,"(77, 30)",6,15
92,E55,"(96, 75)",4,29
93,E56,"(98, 29)",5,17
95,E57,"(18, 10)",2,29
97,E58,"(86, 3)",9,24
