time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(61, 15)",1,21
3,D2,"(50, 26)",2,19
8,D3,"(84, 4)",7,24
9,D4,"(92, 1)",9,29
11,D5,"(58, 91)",1,19
14,D6,"(52, 2)",3,23
15,D7,"(73, 73)",3,27
17,D8,"(16, 60)",5,22
19,D9,"(22, 4)",9,11
22,D10,"(65, 94)",5,26
25,D11,"(75, 19)",8,28
26,D12,"(69, 97)",2,14
29,D13,"(7, 70)",8,11
30,D14,"(62, 91)",3,15
31,D15,"(26, 32)",7,15
35,D16,"(32, 28)",5,28
36,D17,"(42, 42)",6,21
40,D18,"(85, 33)",7,15
44,D19,"(41, 91)",8,23
45,D20,"(38, 33)",9,16
46,D21,"(12, 99)",1,15
48,D22,"(93, 59)",8,27
50,D23,"(35, 73)",3,19
51,D24,"(5, 77)",4,21
52,D25,"(89, 13)",0,13
57,D26,"(89, 3)",1,15
59,D27,"(75, 37)",3,21
61,D28,"(34, 6)",8,30
62,D29,"(97, 13)",4,19
63,D30,"(28, 52)",3,23
64,D31,"(66, 63)",9,14
65,D32,"(55, 88)",5,22
67,D33,"(99, 41)",8,29
69,D34,"(79, 30)",2,27
75,D35,"(87, 39)",2,21
76,D36,"(17, 32)",3,29
78,D37,"(37, 8)",3,13
79,D38,"(78, 78)",7,23
80,D39,"(43, 97)",6,24
81,D40,"(22, 53)",9,10
84,D41,"(49, 28)",2,23
87,D42,"(98, 26)",0,22
88,D43,"(94, 26)",5,26
89,D44,"(99, 33)",6,11
94,D45,"(84, 21)",3,19
96,D46,"(32, 74)",7,17
97,D47,"(86, 79)",4,28
98,D48,"(55, 100)",0,28
