time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(55, 30)",8,29
1,D2,"(27, 60)",2,30
2,D3,"(63, 59)",5,17
3,D4,"(80, 38)",5,24
5,D5,"(21, 19)",1,25
9,D6,"(73, 93)",7,21
12,D7,"(37, 54)",4,12
13,D8,"(65, 97)",3,13
15,D9,"(46, 7)",4,15
16,D10,"(3, 14)",2,20
17,D11,"(28, 80)",9,20
20,D12,"(36, 17)",7,13
21,D13,"(18, 55)",2,17
22,D14,"(64, 54)",0,21
25,D15,"(80, 53)",0,21
27,D16,"(20, 72)",9,28
29,D17,"(23, 44)",6,26
30,D18,"(12, 35)",9,24
31,D19,"(29, 8)",6,19
32,D20,"(4, 95)",5,18
34,D21,"(57, 10)",2,16
35,D22,"(72, 43)",9,23
38,D23,"(80, 17)",6,22
40,D24,"(23, 73)",3,13
41,D25,"(41, 37)",1,25
43,D26,"(20, 97)",0,25
44,D27,"(51, 95)",4,21
50,D28,"(37, 25)",9,14
52,D29,"(13, 9)",6,27
54,D30,"(98, 29)",4,25
56,D31,"(67, 57)",4,19
57,D32,"(28, 21)",0,22
58,D33,"(86, 48)",4,15
60,D34,"(4, 0)",6,19
62,D35,"(0, 36)",2,28
63,D36,"(15, 88)",0,26
64,D37,"(13, 80)",0,13
66,D38,"(63, 32)",5,20
68,D39,"(11, 74)",9,20
70,D40,"(2, 47)",1,30
74,D41,"(35, 83)",8,28
75,D42,"(27, 46)",6,29
77,D43,"(3, 21)",0,30
79,D44,"(72, 6)",5,11
81,D45,"(6, 54)",7,11
83,D46,"(75, 11)",2,12
88,D47,"(51, 29)",3,20
91,D48,"(22, 39)",8,10
94,D49,"(9, 11)",4,29
95,D50,"(22, 63)",1,12
97,D51,"(74, 24)",8,19
99,D52,"(78, 74)",0,12
