time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(72, 28)",7,13
2,D2,"(20, 18)",3,10
3,D3,"(92, 56)",0,30
4,D4,"(3, 23)",0,28
6,D5,"(98, 20)",0,29
7,D6,"(8, 31)",8,15
11,D7,"(89, 30)",3,30
12,D8,"(26, 63)",5,26
13,D9,"(68, 50)",0,30
14,D10,"(22, 4)",3,18
16,D11,"(56, 78)",2,10
17,D12,"(46, 65)",5,13
18,D13,"(96, 58)",1,15
19,D14,"(94, 22)",8,30
23,D15,"(0, 48)",4,15
25,D16,"(68, 17)",6,17
28,D17,"(3, 59)",8,23
29,D18,"(52, 82)",3,19
31,D19,"(14, 21)",8,10
32,D20,"(85, 10)",8,29
34,D21,"(46, 44)",3,30
36,D22,"(67, 42)",4,27
37,D23,"(57, 87)",7,12
39,D24,"(90, 15)",2,24
40,D25,"(83, 25)",6,27
46,D26,"(96, 53)",0,12
47,D27,"(83, 85)",0,21
49,D28,"(27, 51)",6,18
51,D29,"(62, 24)",3,11
53,D30,"(94, 74)",7,28
54,D31,"(94, 83)",3,21
55,D32,"(83, 91)",9,23
57,D33,"(80, 73)",7,11
58,D34,"(77, 100)",5,15
61,D35,"(76, 27)",6,23
62,D36,"(1, 56)",2,25
64,D37,"(53, 100)",2,19
68,D38,"(66, 67)",9,12
70,D39,"(15, 4)",0,18
71,D40,"(4, 6)",7,19
72,D41,"(17, 4)",5,27
75,D42,"(54, 52)",5,28
76,D43,"(7, 0)",7,16
77,D44,"(98, 17)",4,30
82,D45,"(14, 74)",7,29
87,D46,"(1, 34)",6,23
88,D47,"(31, 5)",4,10
89,D48,"(72, 13)",5,26
90,D49,"(53, 82)",9,30
91,D50,"(38, 0)",3,20
93,D51,"(21, 37)",6,28
95,D52,"(7, 41)",6,13
99,D53,"(58, 63)",8,14
