time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(82, 92)",0,20
1,D2,"(91, 33)",5,27
3,D3,"(81, 95)",4,12
5,D4,"(15, 25)",0,27
6,D5,"(44, 19)",2,19
7,D6,"(99, 100)",9,17
9,D7,"(12, 96)",0,12
11,D8,"(18, 70)",3,30
14,D9,"(54, 68)",1,17
15,D10,"(90, 78)",0,21
20,D11,"(35, 81)",6,25
22,D12,"(66, 15)",7,12
23,D13,"(61, 40)",0,10
24,D14,"(51, 32)",1,28
25,D15,"(100, 60)",8,13
26,D16,"(44, 7)",8,27
29,D17,"(8, 100)",1,13
30,D18,"(7, 26)",9,26
34,D19,"(92, 70)",4,28
36,D20,"(91, 2)",7,19
37,D21,"(1, 13)",0,18
38,D22,"(76, 44)",5,22
40,D23,"(0, 50)",4,24
41,D24,"(4, 67)",6,30
47,D25,"(93, 32)",5,21
48,D26,"(23, 52)",7,23
51,D27,"(5, 28)",8,20
52,D28,"(54, 92)",4,19
53,D29,"(3, 93)",4,29
57,D30,"(78, 95)",1,14
58,D31,"(50, 47)",1,19
68,D32,"(26, 3)",3,10
69,D33,"(44, 47)",7,16
70,D34,"(37, 77)",4,27
73,D35,"(13, 74)",9,28
74,D36,"(0, 90)",3,30
75,D37,"(1, 85)",5,10
78,D38,"(43, 48)",9,17
83,D39,"(36, 51)",3,19
85,D40,"(35, 77)",5,10
89,D41,"(36, 12)",4,11
90,D42,"(4, 63)",5,22
91,D43,"(94, 62)",2,10
93,D44,"(68, 31)",4,23
96,D45,"(94, 77)",6,13
98,D46,"(98, 36)",5,22
