time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(53, 4)",2,26
1,E2,"(10, 22)",3,16
7,E3,"(39, 89)",1,20
8,E4,"(55, 47)",5,15
10,E5,"(28, 35)",7,14
12,E6,"(98, 59)",2,14
14,E7,"(72, 95)",0,13
15,E8,"(63, 5)",7,12
16,E9,"(83, 56)",3,29
19,E10,"(32, 12)",4,19
20,E11,"(40, 81)",3,23
22,E12,"(24, 81)",2,23
24,E13,"(96, 5)",6,26
25,E14,"(15, 11)",0,26
27,E15,"(37, 9)",4,24
33,E16,"(12, 31)",1,15
35,E17,"(50, 90)",3,22
37,E18,"(51, 61)",3,17
41,E19,"(32, 30)",9,13
43,E20,"(70, 56)",7,27
45,E21,"(40, 21)",9,28
46,E22,"(38, 43)",2,23
48,E23,"(35, 19)",3,24
50,E24,"(23, 44)",7,27
51,E25,"(31, 36)",9,27
53,E26,"(63, 31)",8,24
54,E27,"(45, 96)",3,13
55,E28,"(90, 17)",7,13
56,E29,"(55, 13)",4,18
60,E30,"(6, 48)",8,10
61,E31,"(63, 94)",6,17
62,E32,"(89, 40)",1,24
63,E33,"(21, 95)",6,13
64,E34,"(75, 43)",6,16
65,E35,"(6, 57)",9,26
69,E36,"(18, 83)",0,29
74,E37,"(17, 32)",4,23
76,E38,"(93, 25)",4,12
77,E39,"(48, 53)",8,24
79,E40,"(31, 47)",6,14
81,E41,"(23, 69)",1,18
83,E42,"(1, 86)",7,17
84,E43,"(14, 30)",7,27
88,E44,"(21, 41)",8,19
91,E45,"(63, 40)",9,12
93,E46,"(54, 83)",6,13
94,E47,"(60, 22)",7,24
95,E48,"(7, 21)",8,19
97,E49,"(36, 56)",1,26
