time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(26, 87)",1,24
1,D2,"(5, 92)",6,28
2,D3,"(5, 47)",9,19
4,D4,"(56, 9)",0,21
5,D5,"(68, 90)",4,15
6,D6,"(27, 83)",6,22
7,D7,"(36, 21)",1,13
11,D8,"(45, 28)",9,16
13,D9,"(89, 74)",0,11
14,D10,"(81, 35)",7,28
16,D11,"(47, 91)",6,10
17,D12,"(47, 56)",9,24
21,D13,"(66, 60)",1,12
22,D14,"(33, 30)",6,25
23,D15,"(43, 85)",7,21
26,D16,"(85, 46)",0,12
28,D17,"(74, 19)",4,27
29,D18,"(19, 18)",2,27
30,D19,"(21, 28)",9,27
33,D20,"(92, 27)",8,18
36,D21,"(92, 16)",2,25
37,D22,"(1, 39)",6,12
39,D23,"(53, 14)",4,12
41,D24,"(29, 75)",1,10
43,D25,"(97, 5)",0,18
45,D26,"(0, 46)",9,11
46,D27,"(20, 89)",0,17
51,D28,"(23, 14)",7,25
53,D29,"(99, 84)",1,13
57,D30,"(57, 41)",5,11
62,D31,"(64, 65)",9,14
63,D32,"(57, 17)",9,27
64,D33,"(37, 59)",3,26
65,D34,"(32, 37)",9,30
66,D35,"(28, 55)",8,18
67,D36,"(3, 45)",3,15
69,D37,"(40, 66)",0,20
72,D38,"(62, 89)",2,24
74,D39,"(71, 86)",6,26
76,D40,"(11, 21)",1,15
78,D41,"(34, 27)",5,21
82,D42,"(29, 50)",9,28
83,D43,"(76, 55)",3,14
85,D44,"(97, 17)",5,19
86,D45,"(50, 60)",3,25
87,D46,"(96, 88)",6,13
88,D47,"(18, 0)",4,19
89,D48,"(66, 41)",0,11
91,D49,"(82, 10)",1,28
97,D50,"(33, 26)",3,23
99,D51,"(48, 99)",2,12
