time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(1, 26)",3,15
1,D2,"(30, 45)",3,21
5,D3,"(62, 64)",3,30
6,D4,"(7, 41)",5,13
7,D5,"(30, 10)",1,24
9,D6,"(98, 38)",8,27
13,D7,"(43, 6)",7,12
14,D8,"(74, 42)",3,10
16,D9,"(38, 11)",8,16
18,D10,"(32, 5)",1,13
20,D11,"(41, 61)",8,24
22,D12,"(18, 59)",0,19
23,D13,"(23, 98)",8,30
26,D14,"(15, 33)",7,29
28,D15,"(92, 1)",0,28
30,D16,"(11, 16)",5,24
31,D17,"(12, 37)",9,14
34,D18,"(56, 91)",2,29
37,D19,"(14, 62)",6,21
40,D20,"(99, 92)",5,13
41,D21,"(88, 63)",3,20
44,D22,"(82, 70)",0,12
46,D23,"(47, 28)",9,15
47,D24,"(47, 72)",4,27
48,D25,"(0, 44)",8,12
49,D26,"(4, 27)",4,21
50,D27,"(57, 21)",6,10
51,D28,"(79, 73)",5,14
52,D29,"(91, 62)",6,26
56,D30,"(63, 40)",5,27
65,D31,"(63, 83)",5,11
66,D32,"(74, 22)",5,11
67,D33,"(88, 60)",2,18
69,D34,"(20, 9)",1,28
71,D35,"(67, 75)",9,20
72,D36,"(55, 55)",8,22
73,D37,"(98, 23)",5,22
74,D38,"(61, 59)",1,18
77,D39,"(71, 96)",5,23
80,D40,"(79, 29)",4,17
85,D41,"(59, 99)",6,28
86,D42,"(84, 40)",4,21
87,D43,"(23, 55)",9,11
88,D44,"(65, 8)",4,20
91,D45,"(49, 91)",7,18
94,D46,"(80, 42)",2,28
97,D47,"(72, 71)",7,28
98,D48,"(99, 100)",5,26
99,D49,"(34, 100)",9,28
