time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(25, 42)",9,23
4,E2,"(39, 67)",6,25
6,E3,"(74, 62)",5,19
7,E4,"(50, 80)",0,15
8,E5,"(23, 24)",4,21
9,E6,"(80, 40)",4,18
12,E7,"(61, 30)",7,14
14,E8,"(76, 13)",9,15
17,E9,"(51, 95)",2,19
18,E10,"(19, 75)",5,17
22,E11,"(11, 17)",4,15
23,E12,"(57, 38)",2,10
27,E13,"(57, 65)",7,19
29,E14,"(29, 20)",0,24
30,E15,"(32, 43)",6,14
33,E16,"(70, 100)",2,25
34,E17,"(83, 99)",4,14
36,E18,"(7, 64)",6,21
41,E19,"(41, 33)",3,18
43,E20,"(49, 12)",3,30
44,E21,"(3, 31)",8,28
47,E22,"(35, 2)",2,21
48,E23,"(67, 4)",5,30
49,E24,"(53, 44)",3,25
50,E25,"(55, 41)",1,15
51,E26,"(40, 5)",4,23
54,E27,"(58, 7)",4,14
56,E28,"(51, 100)",5,15
57,E29,"(41, 42)",9,24
58,E30,"(7, 77)",3,16
64,E31,"(53, 0)",5,21
66,E32,"(30, 83)",7,14
68,E33,"(38, 62)",8,14
69,E34,"(82, 19)",5,17
71,E35,"(83, 67)",2,27
72,E36,"(99, 10)",8,24
73,E37,"(93, 27)",3,26
77,E38,"(97, 22)",8,24
78,E39,"(23, 68)",0,27
79,E40,"(99, 16)",6,29
80,E41,"(28, 60)",9,23
81,E42,"(79, 1)",0,23
84,E43,"(35, 58)",3,11
85,E44,"(73, 2)",8,11
86,E45,"(100, 9)",5,12
88,E46,"(96, 16)",4,12
91,E47,"(83, 95)",1,17
92,E48,"(100, 87)",2,14
96,E49,"(88, 59)",1,27
99,E50,"(14, 58)",7,23
