time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(80, 92)",4,17
3,D2,"(6, 91)",1,13
12,D3,"(36, 43)",1,14
13,D4,"(66, 84)",4,25
14,D5,"(91, 60)",1,21
19,D6,"(90, 8)",1,14
22,D7,"(22, 62)",4,14
23,D8,"(36, 4)",4,12
25,D9,"(45, 74)",4,26
26,D10,"(57, 7)",1,15
27,D11,"(77, 42)",5,15
29,D12,"(78, 90)",4,12
31,D13,"(20, 78)",3,26
32,D14,"(3, 47)",6,30
33,D15,"(33, 86)",7,21
34,D16,"(86, 49)",8,15
35,D17,"(31, 92)",5,21
36,D18,"(20, 91)",1,14
38,D19,"(62, 73)",9,28
39,D20,"(63, 6)",9,27
40,D21,"(72, 37)",4,18
43,D22,"(81, 97)",6,11
46,D23,"(65, 84)",1,27
52,D24,"(47, 6)",5,27
53,D25,"(5, 49)",9,24
55,D26,"(58, 9)",1,26
56,D27,"(74, 98)",1,12
57,D28,"(67, 59)",5,21
59,D29,"(24, 75)",7,13
60,D30,"(66, 69)",6,10
61,D31,"(96, 20)",8,25
63,D32,"(22, 31)",9,20
66,D33,"(85, 9)",7,24
67,D34,"(1, 60)",8,22
68,D35,"(67, 77)",6,23
71,D36,"(54, 39)",0,30
72,D37,"(31, 78)",9,17
75,D38,"(15, 72)",3,25
76,D39,"(7, 38)",6,28
78,D40,"(27, 36)",0,20
79,D41,"(86, 49)",8,25
80,D42,"(86, 97)",1,15
84,D43,"(27, 29)",6,26
85,D44,"(59, 40)",0,11
89,D45,"(91, 49)",5,30
91,D46,"(73, 12)",4,20
92,D47,"(15, 45)",3,10
93,D48,"(94, 66)",2,14
94,D49,"(59, 37)",1,29
95,D50,"(77, 39)",6,14
97,D51,"(96, 36)",4,18
