time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
3,D1,"(31, 44)",3,26
5,D2,"(0, 82)",1,11
7,D3,"(95, 63)",7,30
10,D4,"(56, 1)",3,13
11,D5,"(7, 70)",8,28
14,D6,"(77, 98)",1,28
20,D7,"(62, 5)",9,13
22,D8,"(60, 68)",6,16
24,D9,"(18, 10)",8,29
26,D10,"(46, 84)",2,26
31,D11,"(82, 69)",5,29
32,D12,"(96, 69)",9,19
39,D13,"(55, 31)",2,25
40,D14,"(14, 43)",6,26
41,D15,"(71, 29)",3,28
42,D16,"(42, 79)",3,19
47,D17,"(71, 6)",2,25
51,D18,"(18, 78)",6,21
52,D19,"(26, 48)",2,22
53,D20,"(31, 85)",3,22
57,D21,"(25, 51)",7,23
58,D22,"(29, 9)",5,23
59,D23,"(77, 80)",7,14
61,D24,"(2, 5)",1,20
64,D25,"(17, 46)",4,18
65,D26,"(79, 19)",7,11
67,D27,"(20, 39)",1,19
68,D28,"(37, 40)",0,11
70,D29,"(73, 6)",1,27
73,D30,"(70, 74)",6,17
77,D31,"(86, 37)",6,19
79,D32,"(78, 34)",8,11
85,D33,"(43, 50)",5,18
86,D34,"(69, 63)",8,10
89,D35,"(20, 58)",5,15
90,D36,"(63, 87)",8,23
91,D37,"(63, 28)",5,14
92,D38,"(24, 53)",1,18
93,D39,"(92, 56)",7,23
98,D40,"(29, 15)",0,29
99,D41,"(82, 71)",1,19
